순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
7712,050343,2023,001,013,532,제일에스-11,BSK2147,제일산업개발,MWB,01,봉래동물량장,2023-10-31 11:00,2023-11-13 11:00,MWB,01,봉래동물량장,2023-10-31 11:00,2023-11-13 11:00,접안대기,2023-10-26,허가완료
7713,130062,2023,001,014,496,대호150호,BSZ3511,화진해운,MWB,01,봉래동물량장,2023-10-30 00:00,2023-11-13 00:00,MWB,01,봉래동물량장,2023-10-30 00:00,2023-11-13 00:00,기타,2023-10-26,허가완료
7714,085368,2023,001,001,189,제21용마호,MSW1001,용마선박(주),*GY,01,진양조선,2023-10-30 09:00,2023-11-03 12:00,,,,,,수리,2023-10-26,미허가
7715,D7GW,2023,006,001,53.100,HYUNDAI GOODWILL,KMS8802,에이치엠엠(주),MS4,02,신항 4부두 2선석,2023-10-27 15:00,2023-10-28 23:00,MS4,02,신항 4부두 2선석,2023-10-27 15:00,2023-10-28 23:00,양적하,2023-10-26,허가완료
7716,080635,2023,001,008,449,해영125,BSB2696,(주)에이치와이,OLH,01,청학안벽,2023-10-27 00:00,2023-11-09 00:00,OLH,01,청학안벽,2023-10-27 00:00,2023-11-09 00:00,접안대기,2023-10-26,허가완료
7717,031120,2023,001,024,582,창우 105호,BSZ2511,창우해양(주),MWB,01,봉래동물량장,2023-10-27 00:00,2023-11-10 23:59,MWB,01,봉래동물량장,2023-10-27 00:00,2023-11-10 23:59,계선,2023-10-26,허가완료
7718,031060,2023,001,013,338,동광호,BSZ9267,동광선박,MWB,01,봉래동물량장,2023-10-27 00:00,2023-11-10 23:59,MWB,01,봉래동물량장,2023-10-27 00:00,2023-11-10 23:59,기타,2023-10-26,허가완료
7719,D7MM,2023,017,001,1.716,스카이로얄,BSK3457,삼원탱커 주식회사,WAO,02,O박지 O2 묘지,2023-10-27 03:00,2023-10-29 03:00,,,,,,접안대기,2023-10-26,미허가
7720,901144,2023,001,010,21,태영호,BSZ9767,태영선박,OLT,01,대교동호안,2023-08-08 19:20,2023-08-15 07:20,,,,,,접안대기,2023-10-26,미허가
7721,901144,2023,001,011,21,태영호,BSZ9767,태영선박,MW5,01,5물량장 1선석,2023-08-15 07:45,2023-08-15 08:10,,,,,,접안대기,2023-10-26,미허가
7722,901144,2023,001,013,21,태영호,BSZ9767,태영선박,OLT,01,대교동호안,2023-08-15 12:00,2023-09-09 06:20,,,,,,접안대기,2023-10-26,미허가
7723,9V6955,2023,013,001,9.610,ASIATIC PRIDE,OST0011,팬오션 주식회사,MBR,03,감만부두 3선석,2023-10-27 01:00,2023-10-27 18:00,MBR,03,감만부두 3선석,2023-10-27 01:00,2023-10-27 18:00,양적하,2023-10-26,허가완료
7724,V7QL3,2023,015,001,52.581,HYUNDAI SUPREME,KMS8802,에이치엠엠(주),MS4,01,신항 4부두 1선석,2023-10-28 08:00,2023-10-29 16:00,MS4,01,신항 4부두 1선석,2023-10-28 08:00,2023-10-29 16:00,양적하,2023-10-26,허가완료
7725,D7IB,2023,004,001,232.311,HMM ROTTERDAM,KMS8802,에이치엠엠(주),MS3,04,신항 3부두 4선석,2023-10-28 07:00,2023-10-30 23:00,MS3,04,신항 3부두 4선석,2023-10-28 07:00,2023-10-30 23:00,양적하,2023-10-26,허가완료
7726,971160,2023,049,001,179,동영호,BSK3437,현대기업,MW5,01,5물량장 1선석,2023-10-27 03:00,2023-10-30 12:00,,,,,,접안대기,2023-10-26,미허가
7727,971160,2023,048,001,179,동영호,BSK3437,현대기업,MW5,01,5물량장 1선석,2023-10-18 14:55,2023-10-26 09:50,MW5,01,5물량장 1선석,2023-10-18 14:55,2023-10-26 09:50,출항대기,2023-10-26,허가완료
7728,V7PX2,2023,012,001,52.581,HYUNDAI FORWARD,KMS8802,에이치엠엠(주),MS4,03,신항 4부두 3선석,2023-10-28 18:00,2023-10-29 20:00,MS4,03,신항 4부두 3선석,2023-10-28 18:00,2023-10-29 20:00,양적하,2023-10-26,허가완료
7729,V7A2935,2023,012,001,19.035,INFERRO,KMS8802,에이치엠엠(주),MB6,04,자성대부두 64선석,2023-10-28 10:00,2023-10-29 20:00,MB6,04,자성대부두 64선석,2023-10-28 10:00,2023-10-29 20:00,양적하,2023-10-26,허가완료
7730,230014,2023,031,001,298,23부광호,BSU2591,(주)유일이엔지,MW5,01,5물량장 1선석,2023-10-21 15:40,2023-10-21 20:50,MW5,01,5물량장 1선석,2023-10-21 15:40,2023-10-21 20:50,계선,2023-10-26,허가완료
7731,230014,2023,031,002,298,23부광호,BSU2591,(주)유일이엔지,MS5,02,신항 5부두 2선석,2023-10-22 00:10,2023-10-22 01:30,MS5,02,신항 5부두 2선석,2023-10-22 00:10,2023-10-22 01:30,양하,2023-10-26,허가완료
7732,230014,2023,031,003,298,23부광호,BSU2591,(주)유일이엔지,MW5,01,5물량장 1선석,2023-10-22 04:30,2023-10-25 04:50,MW5,01,5물량장 1선석,2023-10-22 04:30,2023-10-25 04:50,계선,2023-10-26,허가완료
7733,230014,2023,031,004,298,23부광호,BSU2591,(주)유일이엔지,MS5,01,신항 5부두 1선석,2023-10-25 07:55,2023-10-25 12:35,MS5,01,신항 5부두 1선석,2023-10-25 07:55,2023-10-25 12:35,양하,2023-10-26,허가완료
7734,230014,2023,031,005,298,23부광호,BSU2591,(주)유일이엔지,MW5,01,5물량장 1선석,2023-10-25 15:25,2023-10-26 07:40,MW5,01,5물량장 1선석,2023-10-25 15:25,2023-10-26 07:40,계선,2023-10-26,허가완료
7735,230014,2023,031,007,298,23부광호,BSU2591,(주)유일이엔지,MW5,01,5물량장 1선석,2023-10-26 14:15,2023-10-26 17:25,MW5,01,5물량장 1선석,2023-10-26 14:15,2023-10-26 17:25,계선,2023-10-26,허가완료
7736,V7CS4,2023,019,003,9.988,PEGASUS TERA,KMS8835,동영해운(주),WAN,03,남외항 N-3박지,2023-10-27 05:00,2023-10-29 23:00,MBS,03,신선대부두 3선석,2023-10-27 05:00,2023-10-29 23:00,접안대기,2023-10-26,허가완료
7737,D7NF,2023,033,003,5.770,두라 스타,BSK2531,두라해운(주),WAN,03,남외항 N-3박지,2023-10-27 09:00,2023-10-30 09:00,WAN,03,남외항 N-3박지,2023-10-27 09:00,2023-10-30 09:00,기타,2023-10-26,허가완료
7738,D7CH,2023,034,002,9.955,STAR CHALLENGER,KMS8833,남성해운(주),WAN,04,남외항 N-4박지,2023-10-27 00:00,2023-10-28 23:00,MBS,01,신선대부두 1선석,2023-10-27 00:00,2023-10-28 23:00,접안대기,2023-10-26,허가완료
7739,V7KD4,2023,020,001,18.370,KMTC HAIPHONG,KMS8832,고려해운(주),WAN,04,남외항 N-4박지,2023-10-27 06:00,2023-10-29 06:00,WAN,04,남외항 N-4박지,2023-10-27 06:00,2023-10-29 06:00,접안대기,2023-10-26,허가완료
7740,D7WG,2023,020,001,9.858,HECAN,OSL0038,장금상선(주),WAN,04,남외항 N-4박지,2023-10-27 06:00,2023-10-30 17:00,WAN,04,남외항 N-4박지,2023-10-27 06:00,2023-10-30 17:00,접안대기,2023-10-26,허가완료
7741,D7IL,2023,019,001,18.051,SAWASDEE BALTIC,OSL0038,장금상선(주),WAN,04,남외항 N-4박지,2023-10-27 11:00,2023-10-30 00:01,WAN,04,남외항 N-4박지,2023-10-27 11:00,2023-10-30 00:01,접안대기,2023-10-26,허가완료
7742,9LU2388,2023,006,001,6.635,JOYO 6,BSC0362,엘에스해운(주),WAN,03,남외항 N-3박지,2023-10-27 07:00,2023-10-27 13:00,WAN,03,남외항 N-3박지,2023-10-27 07:00,2023-10-27 13:00,급유,2023-10-26,허가완료
7743,DSPQ4,2023,028,001,5.598,디엘 다이아몬드호,BSK2634,동림탱커(주),WAN,03,남외항 N-3박지,2023-10-27 10:00,2023-10-27 20:00,WAN,03,남외항 N-3박지,2023-10-27 10:00,2023-10-27 20:00,급유,2023-10-26,허가완료
7744,D7FL,2023,001,001,12.110,RAON TERESA,BSC2231,(주)위즈쉬핑,WAN,04,남외항 N-4박지,2023-10-27 03:00,2023-10-27 12:00,WAN,04,남외항 N-4박지,2023-10-27 03:00,2023-10-27 12:00,급유,2023-10-26,허가완료
7745,166803,2023,021,001,396,로원호,BSZ3632,로원,MW5,01,5물량장 1선석,2023-10-24 21:30,2023-10-26 20:15,MW5,01,5물량장 1선석,2023-10-24 21:30,2023-10-26 20:15,접안대기,2023-10-27,허가완료
7746,901144,2023,001,014,21,태영호,BSZ9767,태영선박,MDD,01,다대포조선소,2023-09-09 11:15,2023-09-09 11:25,MDD,01,다대포조선소,2023-09-09 11:15,2023-09-09 11:25,접안대기,2023-10-27,허가완료
7747,935257,2023,025,003,41,해광호,BSZ3365,해광마린,MK2,01,감천 2부두 1선석,2023-10-26 11:55,2023-10-26 13:55,MK2,01,감천 2부두 1선석,2023-10-26 11:55,2023-10-26 13:55,양하,2023-10-27,허가완료
7748,935257,2023,025,002,41,해광호,BSZ3365,해광마린,MK6,01,감천 6부두 1선석,2023-10-26 08:45,2023-10-26 11:40,MK6,01,감천 6부두 1선석,2023-10-26 08:45,2023-10-26 11:40,적하,2023-10-27,허가완료
7749,901144,2023,001,012,21,태영호,BSZ9767,태영선박,MQA,01,삼한안벽-01,2023-08-15 11:05,2023-08-15 11:06,MQA,01,삼한안벽-01,2023-08-15 11:05,2023-08-15 11:06,접안대기,2023-10-27,허가완료
7750,975935,2023,109,004,149,2금진호,BSZ3466,(주)신진해운,MK6,01,감천 6부두 1선석,2023-10-24 19:10,2023-10-25 04:00,MK6,01,감천 6부두 1선석,2023-10-24 19:10,2023-10-25 04:00,급유,2023-10-27,허가완료
7751,130037,2023,077,001,534,11송원호,BSK3352,주식회사 로인스,MK6,01,감천 6부두 1선석,2023-10-25 21:00,2023-10-26 02:05,MK6,01,감천 6부두 1선석,2023-10-25 21:00,2023-10-26 02:05,양하,2023-10-27,허가완료
7752,975935,2023,109,002,149,2금진호,BSZ3466,(주)신진해운,MK6,01,감천 6부두 1선석,2023-10-24 08:35,2023-10-24 13:05,MK6,01,감천 6부두 1선석,2023-10-24 08:35,2023-10-24 13:05,급유,2023-10-27,허가완료
7753,230014,2023,031,006,298,23부광호,BSU2591,(주)유일이엔지,MK3,01,감천 3부두 1선석,2023-10-26 09:00,2023-10-26 12:40,MK3,01,감천 3부두 1선석,2023-10-26 09:00,2023-10-26 12:40,양하,2023-10-27,허가완료
7754,HOA6005,2023,001,005,5.994,FRIO PACIFIC,BSC2066,리버마린(주),MK3,02,감천 3부두 2선석,2023-10-27 16:00,2023-11-05 22:00,MK3,02,감천 3부두 2선석,2023-10-27 16:00,2023-11-05 22:00,기타,2023-10-27,허가완료
7755,DSRD5,2023,012,001,1.590,오성7호,JJZ0052,오성로지스틱스주식회사,WAN,02,남외항 N-2박지,2023-10-27 08:30,2023-10-28 08:30,WAN,02,남외항 N-2박지,2023-10-27 08:30,2023-10-28 08:30,기타,2023-10-27,허가완료
7756,DSFJ4,2023,014,001,4.803,수성5,BSK3228,삼표해운 주식회사,MK2,01,감천 2부두 1선석,2023-10-27 11:00,2023-10-28 09:00,MK2,01,감천 2부두 1선석,2023-10-27 11:00,2023-10-28 09:00,양하,2023-10-27,허가완료
7757,120050,2023,026,001,4.665,대진8001,BSK2138,대진해운(주),MK5,06,쌍용안벽,2023-10-28 18:00,2023-10-29 06:00,MK5,06,쌍용안벽,2023-10-28 18:00,2023-10-29 06:00,양하,2023-10-27,허가완료
7758,VRZK9,2023,007,001,89.097,OOCL HAMBURG,KMC0218,(주)오오씨엘 코리아,MS6,02,신항 6부두 2선석,2023-10-27 18:00,2023-10-28 17:00,MS6,02,신항 6부두 2선석,2023-10-27 18:00,2023-10-28 17:00,양적하,2023-10-27,허가완료
7759,UFTA,2023,002,003,1.150,MYS KOMMUNAROV,BSC2238,(주)에이치앤에스티아이에프,MK4,01,감천 4부두1선석(국제수산물부두),2023-10-27 07:00,2023-10-31 18:00,MK5,03,감천 5부두 3선석,2023-10-27 07:00,2023-10-31 18:00,적하,2023-10-27,허가완료
7760,130068,2022,010,043,457,건우2700,BSZ9907,건우해양,MWB,01,봉래동물량장,2023-10-28 12:00,2023-11-10 12:00,MWB,01,봉래동물량장,2023-10-28 12:00,2023-11-10 12:00,기타,2023-10-27,허가완료
7761,3E2709,2023,003,001,11.892,XIN LONG YUN 16,ICC2234,트랜스컨테이너아시아퍼시픽엘티디,MBR,E2,신감만부두 2선석,2023-10-27 16:00,2023-10-28 05:00,MBR,E2,신감만부두 2선석,2023-10-27 16:00,2023-10-28 05:00,양적하,2023-10-27,허가완료
7762,3E2159,2023,014,001,13.745,XIN HUA YUAN,ICC2234,트랜스컨테이너아시아퍼시픽엘티디,MBR,E2,신감만부두 2선석,2023-10-28 07:00,2023-10-29 02:00,MBR,E2,신감만부두 2선석,2023-10-28 07:00,2023-10-29 02:00,양적하,2023-10-27,허가완료
7763,6NMQ,2023,023,001,1.344,107한성호,BSB2331,해양해운,*AG,01,욕망산 사석 적출장,2023-10-17 04:00,2023-10-17 12:10,*AG,01,욕망산 사석 적출장,2023-10-17 04:00,2023-10-17 12:10,적하,2023-10-27,허가완료
7764,6NMQ,2023,024,001,1.312,107한성호,BSB2331,해양해운,*AG,01,욕망산 사석 적출장,2023-10-18 11:00,2023-10-18 17:00,*AG,01,욕망산 사석 적출장,2023-10-18 11:00,2023-10-18 17:00,적하,2023-10-27,허가완료
7765,CQIX5,2023,013,001,27.100,AS PATRIA,KMS8832,고려해운(주),MB6,01,자성대부두 61선석,2023-10-27 23:50,2023-10-29 10:00,MB6,01,자성대부두 61선석,2023-10-27 23:50,2023-10-29 10:00,양적하,2023-10-27,허가완료
7766,6NMQ,2023,025,001,1.344,107한성호,BSB2331,해양해운,*AG,01,욕망산 사석 적출장,2023-10-19 00:30,2023-10-19 14:30,*AG,01,욕망산 사석 적출장,2023-10-19 00:30,2023-10-19 14:30,적하,2023-10-27,허가완료
7767,6NMQ,2023,026,001,1.312,107한성호,BSB2331,해양해운,*AG,01,욕망산 사석 적출장,2023-10-20 11:00,2023-10-20 17:20,*AG,01,욕망산 사석 적출장,2023-10-20 11:00,2023-10-20 17:20,적하,2023-10-27,허가완료
7768,140035,2023,063,001,843,동방7호,BSZ3596,(주)태진해운,MW5,01,5물량장 1선석,2023-10-26 09:20,2023-10-27 03:05,MW5,01,5물량장 1선석,2023-10-26 09:20,2023-10-27 03:05,접안대기,2023-10-27,허가완료
7769,150003,2023,002,001,1.075,SD2100,BSZ0044,신동선박,MK4,05,감천 4부두 5선석,2023-10-30 09:00,2023-11-13 12:00,MK4,05,감천 4부두 5선석,2023-10-30 09:00,2023-11-13 12:00,출항대기,2023-10-27,허가완료
7770,6NMQ,2023,027,001,1.344,107한성호,BSB2331,해양해운,*AG,01,욕망산 사석 적출장,2023-10-21 01:10,2023-10-21 15:00,*AG,01,욕망산 사석 적출장,2023-10-21 01:10,2023-10-21 15:00,적하,2023-10-27,허가완료
7771,V7A7428,2023,009,001,9.775,TS SHENZHEN,KMC0826,덕상티에스라인스(주),MBR,03,감만부두 3선석,2023-10-28 07:00,2023-10-28 19:00,MBR,03,감만부두 3선석,2023-10-28 07:00,2023-10-28 19:00,양적하,2023-10-27,허가완료
7772,6NMQ,2023,028,001,1.312,107한성호,BSB2331,해양해운,*AG,01,욕망산 사석 적출장,2023-10-23 11:00,2023-10-23 16:50,*AG,01,욕망산 사석 적출장,2023-10-23 11:00,2023-10-23 16:50,적하,2023-10-27,허가완료
7773,934345,2023,035,001,408,부원7,BSU2768,하이마린 주식회사,MW5,01,5물량장 1선석,2023-10-24 06:18,2023-10-24 14:45,MW5,01,5물량장 1선석,2023-10-24 06:18,2023-10-24 14:45,접안대기,2023-10-27,허가완료
7774,934345,2023,035,002,408,부원7,BSU2768,하이마린 주식회사,MBR,E2,신감만부두 2선석,2023-10-24 15:10,2023-10-24 17:15,MBR,E2,신감만부두 2선석,2023-10-24 15:10,2023-10-24 17:15,양하,2023-10-27,허가완료
7775,934345,2023,035,003,408,부원7,BSU2768,하이마린 주식회사,MW5,01,5물량장 1선석,2023-10-24 17:40,2023-10-26 07:30,MW5,01,5물량장 1선석,2023-10-24 17:40,2023-10-26 07:30,접안대기,2023-10-27,허가완료
7776,120004,2023,043,002,299,뉴동신호,BSZ9968,(주)동신기업,MW5,01,5물량장 1선석,2023-10-21 17:15,2023-10-26 07:25,,,,,,접안대기,2023-10-27,미허가
7777,120004,2023,043,003,299,뉴동신호,BSZ9968,(주)동신기업,OLD,01,동명호안,2023-10-26 07:55,2023-10-26 09:55,,,,,,접안대기,2023-10-27,미허가
7778,120004,2023,043,004,299,뉴동신호,BSZ9968,(주)동신기업,MBE,Q1,감만부두 동측안벽 1 선석,2023-10-26 10:00,2023-10-26 12:55,,,,,,접안대기,2023-10-27,미허가
7779,120004,2023,043,005,299,뉴동신호,BSZ9968,(주)동신기업,WAN,04,남외항 N-4박지,2023-10-26 14:30,2023-10-26 17:35,,,,,,접안대기,2023-10-27,미허가
7780,120004,2023,043,007,299,뉴동신호,BSZ9968,(주)동신기업,OLD,01,동명호안,2023-10-27 01:00,2023-10-27 02:30,,,,,,접안대기,2023-10-27,미허가
7781,6NMQ,2023,029,001,1.344,107한성호,BSB2331,해양해운,*AG,01,욕망산 사석 적출장,2023-10-24 00:50,2023-10-24 14:50,*AG,01,욕망산 사석 적출장,2023-10-24 00:50,2023-10-24 14:50,적하,2023-10-27,허가완료
7782,H9PP,2023,010,001,33.266,EVER BLISS,KMC0123,(주)에버그린코리아,MBR,E1,신감만부두 1선석,2023-10-27 20:00,2023-10-28 20:00,MBR,E1,신감만부두 1선석,2023-10-27 20:00,2023-10-28 20:00,양적하,2023-10-27,허가완료
7783,D7CO,2023,042,001,9.923,PANCON SUNSHINE,KMC8410,범주해운(주),MB6,03,자성대부두 63선석,2023-10-30 04:00,2023-10-31 04:00,MB6,03,자성대부두 63선석,2023-10-30 04:00,2023-10-31 04:00,양적하,2023-10-27,허가완료
7784,HPSW,2023,007,001,17.943,EVER CHASTE,KMC0123,(주)에버그린코리아,MBR,E3,신감만부두 3선석,2023-10-27 22:00,2023-10-28 12:00,MBR,E3,신감만부두 3선석,2023-10-27 22:00,2023-10-28 12:00,양적하,2023-10-27,허가완료
7785,6NMQ,2023,030,001,1.312,107한성호,BSB2331,해양해운,*AG,01,욕망산 사석 적출장,2023-10-25 10:05,2023-10-25 16:50,*AG,01,욕망산 사석 적출장,2023-10-25 10:05,2023-10-25 16:50,적하,2023-10-27,허가완료
7786,017035,2023,114,001,4.416,세주프런티어호,BSG4129,(주)세주,MK5,04,감천 5부두 4선석,2023-10-28 06:00,2023-10-29 19:00,MK5,04,감천 5부두 4선석,2023-10-28 06:00,2023-10-29 19:00,양적하,2023-10-27,허가완료
7787,035828,2023,014,006,1.607,제25금진호,BSK2002,금진해운(주),WAN,02,남외항 N-2박지,2023-10-27 16:00,2023-10-28 12:00,MYF,09,선기조합-09(KJ),2023-10-27 16:00,2023-10-28 12:00,출항대기,2023-10-27,허가완료
7788,V2HT7,2023,014,001,9.522,HS BUSAN,KMS8832,고려해운(주),WAN,03,남외항 N-3박지,2023-10-27 12:00,2023-10-29 20:00,WAN,03,남외항 N-3박지,2023-10-27 12:00,2023-10-29 20:00,접안대기,2023-10-27,허가완료
7789,3ESJ9,2023,002,001,2.661,JIN HUA,BSC2203,주식회사 스완쉬핑,WAN,03,남외항 N-3박지,2023-10-27 13:00,2023-10-30 06:00,MK5,02,감천 5부두 2선석,2023-10-27 13:00,2023-10-30 06:00,접안대기,2023-10-27,허가완료
7790,UBDK9,2023,010,003,3.893,LIZA,KMC0244,(주)글로발코리아,WAN,03,남외항 N-3박지,2023-10-27 14:00,2023-10-28 20:00,WAN,03,남외항 N-3박지,2023-10-27 14:00,2023-10-28 20:00,접안대기,2023-10-27,허가완료
7791,UBCZ2,2023,003,001,5.275,MERIDA,BSC2144,글로벌오프쇼어마린서비스(주),WAN,03,남외항 N-3박지,2023-10-27 16:00,2023-10-27 23:00,WAN,03,남외항 N-3박지,2023-10-27 16:00,2023-10-27 23:00,급유,2023-10-27,허가완료
7792,3FZJ2,2023,002,001,27.992,KAI YUE,BSC0336,씨라이트해운(주),WAN,04,남외항 N-4박지,2023-10-27 13:00,2023-10-27 23:00,WAN,04,남외항 N-4박지,2023-10-27 13:00,2023-10-27 23:00,급유,2023-10-27,허가완료
7793,6NMQ,2023,031,001,1.344,107한성호,BSB2331,해양해운,*AG,01,욕망산 사석 적출장,2023-10-26 00:30,2023-10-26 14:55,*AG,01,욕망산 사석 적출장,2023-10-26 00:30,2023-10-26 14:55,적하,2023-10-27,허가완료
7794,180018,2023,051,002,289,나로,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-10-24 20:25,2023-10-27 06:25,MW5,01,5물량장 1선석,2023-10-24 20:25,2023-10-27 06:25,출항대기,2023-10-27,허가완료
7795,DSOL7,2023,008,001,6.422,신양,BSK0011,쌍용씨앤이(주),MK5,06,쌍용안벽,2023-10-27 17:00,2023-10-28 19:00,MK5,06,쌍용안벽,2023-10-27 17:00,2023-10-28 19:00,양하,2023-10-27,허가완료
7796,D7AM,2023,001,002,7.521,ASIAN LILAC,KMC0406,씨프렌드해운(주),MYF,04,선기조합-04(그린월드JY,2023-10-28 08:00,2023-11-12 18:00,MYF,04,선기조합-04(그린월드JY,2023-10-28 08:00,2023-11-12 18:00,수리,2023-10-27,허가완료
7797,912KG,2023,004,002,2.170,케이티에스 골드,KMA2213,케이티에스해운 주식회사,MYF,09,선기조합-09(KJ),2023-10-28 09:00,2023-11-04 16:00,MYF,09,선기조합-09(KJ),2023-10-28 09:00,2023-11-04 16:00,수리,2023-10-27,허가완료
7798,231911,2023,001,002,731,MEISHIN NO.1,BSC0018,비엔비해운(주),MQF,02,감천 선기조합조선소 안벽-02,2023-10-28 18:00,2023-10-30 20:00,MQF,02,감천 선기조합조선소 안벽-02,2023-10-28 18:00,2023-10-30 20:00,수리,2023-10-27,허가완료
7799,090986,2023,001,006,346,대보2000호,BSZ7387,평길그린워터,MQF,02,감천 선기조합조선소 안벽-02,2023-10-26 00:00,2023-11-09 00:00,MQF,02,감천 선기조합조선소 안벽-02,2023-10-26 00:00,2023-11-09 00:00,기타,2023-10-27,허가완료
7800,BAMS,2023,036,002,5.272,JIFA BOHAI,OSL0038,장금상선(주),MBS,05,신선대부두 5선석,2023-10-27 17:00,2023-10-28 08:00,,,,,,양적하,2023-10-27,미허가
7801,130017,2023,089,002,556,동방5호,BSK3453,서진유업 주식회사,MSN,02,신항 1부두 2선석,2023-10-26 07:15,2023-10-26 09:45,MSN,02,신항 1부두 2선석,2023-10-26 07:15,2023-10-26 09:45,양하,2023-10-27,허가완료
7802,130017,2023,089,003,556,동방5호,BSK3453,서진유업 주식회사,MW5,01,5물량장 1선석,2023-10-26 12:15,2023-10-26 17:50,MW5,01,5물량장 1선석,2023-10-26 12:15,2023-10-26 17:50,접안대기,2023-10-27,허가완료
7803,011101,2023,071,004,125,제101영진호,BSU2626,(주)인창마린,MW5,01,5물량장 1선석,2023-10-26 12:55,2023-10-27 06:25,MW5,01,5물량장 1선석,2023-10-26 12:55,2023-10-27 06:25,양적하,2023-10-27,허가완료
7804,080048,2023,009,001,2.816,대림1호,USK0053,대상해운(주),*LP,01,대평동호안,2023-10-10 09:15,2023-10-12 07:55,*LP,01,대평동호안,2023-10-10 09:15,2023-10-12 07:55,출항대기,2023-10-27,허가완료
7805,130029,2023,104,001,549,유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-10-25 17:10,2023-10-26 16:40,MW5,01,5물량장 1선석,2023-10-25 17:10,2023-10-26 16:40,접안대기,2023-10-27,허가완료
